=== Auction 10 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 89
Winning Amount: 149.21
Total Bids Received: 74

=== All Bids ===
Bidder ID  | Amount    
----------------------
89         | 149.21    
62         | 146.59    
15         | 144.48    
63         | 144.01    
73         | 143.25    
40         | 142.14    
81         | 142.01    
94         | 140.97    
97         | 140.24    
19         | 139.46    
18         | 139.32    
59         | 137.99    
20         | 134.90    
75         | 133.90    
36         | 132.77    
99         | 132.73    
47         | 128.94    
9          | 127.29    
60         | 126.92    
88         | 126.27    
54         | 125.91    
10         | 124.20    
58         | 121.58    
17         | 120.35    
71         | 119.18    
31         | 119.07    
21         | 118.21    
43         | 114.65    
33         | 114.61    
32         | 114.35    
87         | 112.69    
96         | 110.47    
38         | 109.87    
2          | 107.59    
24         | 104.52    
48         | 102.60    
8          | 100.57    
30         | 99.88     
79         | 99.10     
57         | 95.69     
72         | 94.84     
4          | 94.69     
95         | 93.28     
14         | 91.32     
85         | 90.22     
26         | 86.68     
28         | 86.21     
74         | 82.81     
56         | 82.79     
7          | 80.39     
80         | 79.86     
6          | 77.38     
86         | 76.02     
13         | 73.64     
52         | 72.28     
39         | 71.24     
93         | 69.02     
82         | 65.38     
27         | 65.19     
92         | 64.98     
98         | 64.75     
53         | 64.56     
84         | 64.55     
41         | 63.33     
23         | 62.48     
65         | 61.46     
61         | 59.99     
12         | 57.82     
1          | 57.81     
68         | 54.26     
25         | 53.53     
83         | 52.46     
29         | 51.03     
46         | 50.43     
