=== Auction 22 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 69
Winning Amount: 147.95
Total Bids Received: 71

=== All Bids ===
Bidder ID  | Amount    
----------------------
69         | 147.95    
22         | 146.85    
84         | 144.86    
29         | 141.68    
16         | 141.67    
99         | 140.23    
7          | 139.57    
51         | 139.43    
76         | 138.81    
48         | 136.66    
54         | 136.61    
77         | 135.95    
68         | 134.69    
78         | 133.82    
1          | 133.55    
97         | 132.91    
89         | 131.56    
63         | 130.26    
91         | 129.32    
46         | 129.07    
86         | 126.34    
27         | 123.95    
81         | 122.84    
21         | 122.09    
45         | 119.71    
9          | 117.10    
13         | 116.64    
59         | 113.82    
90         | 111.78    
49         | 108.06    
66         | 105.25    
73         | 103.51    
32         | 101.97    
74         | 100.75    
12         | 98.81     
87         | 96.59     
57         | 95.82     
33         | 91.81     
26         | 91.67     
56         | 89.20     
80         | 88.70     
44         | 88.21     
43         | 87.21     
2          | 83.40     
98         | 83.10     
83         | 82.39     
88         | 81.26     
38         | 80.23     
65         | 79.62     
35         | 78.54     
95         | 78.14     
3          | 75.94     
6          | 72.09     
28         | 71.46     
36         | 71.43     
8          | 71.26     
92         | 71.11     
20         | 70.38     
34         | 69.73     
67         | 69.66     
100        | 68.86     
40         | 68.42     
11         | 68.13     
75         | 65.28     
10         | 63.39     
47         | 62.47     
52         | 61.91     
25         | 61.81     
24         | 59.70     
62         | 57.04     
55         | 55.04     
