=== Auction 28 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 29
Winning Amount: 147.89
Total Bids Received: 61

=== All Bids ===
Bidder ID  | Amount    
----------------------
29         | 147.89    
38         | 147.08    
74         | 147.04    
40         | 140.04    
43         | 136.82    
72         | 135.60    
1          | 134.22    
58         | 133.74    
45         | 133.71    
66         | 130.57    
18         | 129.88    
51         | 126.99    
28         | 126.15    
44         | 124.92    
11         | 124.20    
97         | 122.75    
3          | 121.70    
90         | 121.11    
93         | 120.91    
9          | 120.60    
32         | 117.51    
68         | 116.07    
82         | 114.59    
6          | 113.28    
57         | 112.89    
59         | 109.86    
27         | 109.36    
94         | 107.90    
80         | 104.85    
13         | 104.53    
24         | 99.03     
67         | 96.32     
23         | 96.11     
5          | 92.00     
52         | 91.40     
54         | 91.03     
88         | 90.15     
89         | 89.58     
10         | 88.14     
21         | 87.85     
15         | 81.42     
2          | 79.80     
79         | 79.15     
35         | 77.84     
95         | 76.54     
30         | 76.49     
71         | 73.53     
16         | 73.38     
87         | 72.56     
81         | 71.28     
73         | 70.52     
50         | 70.48     
62         | 66.63     
33         | 64.38     
100        | 57.66     
86         | 55.12     
91         | 53.41     
37         | 52.56     
39         | 52.56     
77         | 51.63     
19         | 50.36     
