=== Auction 2 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 52
Winning Amount: 146.83
Total Bids Received: 72

=== All Bids ===
Bidder ID  | Amount    
----------------------
52         | 146.83    
64         | 143.77    
3          | 141.17    
50         | 140.87    
98         | 140.25    
93         | 138.02    
2          | 137.50    
15         | 137.32    
71         | 136.73    
69         | 135.73    
41         | 135.70    
6          | 135.29    
54         | 134.30    
16         | 132.40    
22         | 131.18    
89         | 130.83    
51         | 130.71    
25         | 130.40    
85         | 130.00    
29         | 126.80    
96         | 126.62    
49         | 125.54    
53         | 124.43    
88         | 123.58    
77         | 123.43    
72         | 123.40    
57         | 122.36    
44         | 120.35    
24         | 118.43    
99         | 117.43    
4          | 116.73    
67         | 116.18    
73         | 113.97    
8          | 112.76    
81         | 112.42    
11         | 112.25    
13         | 112.13    
90         | 111.28    
82         | 108.33    
75         | 104.97    
79         | 104.32    
30         | 103.12    
97         | 100.43    
20         | 99.81     
34         | 99.21     
39         | 99.21     
59         | 98.60     
63         | 98.15     
17         | 92.85     
38         | 91.50     
14         | 86.40     
58         | 83.83     
76         | 82.85     
36         | 77.82     
100        | 76.80     
12         | 76.15     
61         | 76.04     
65         | 75.68     
68         | 75.58     
78         | 70.80     
45         | 70.79     
26         | 70.30     
42         | 69.36     
7          | 64.06     
56         | 62.96     
5          | 60.03     
32         | 58.57     
18         | 58.31     
35         | 55.39     
47         | 52.62     
74         | 52.29     
33         | 51.24     
