=== Auction 25 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 38
Winning Amount: 149.27
Total Bids Received: 69

=== All Bids ===
Bidder ID  | Amount    
----------------------
38         | 149.27    
5          | 148.88    
46         | 147.48    
75         | 146.73    
68         | 146.14    
90         | 144.03    
89         | 142.39    
92         | 141.21    
66         | 141.13    
40         | 138.57    
31         | 133.20    
88         | 132.57    
99         | 132.43    
6          | 131.85    
37         | 129.09    
8          | 128.96    
77         | 127.00    
59         | 124.97    
85         | 122.40    
35         | 121.17    
63         | 118.59    
83         | 116.56    
18         | 116.36    
71         | 115.70    
7          | 115.35    
53         | 114.56    
24         | 112.40    
84         | 110.18    
56         | 108.73    
21         | 107.66    
29         | 107.02    
55         | 106.89    
67         | 105.96    
16         | 105.81    
33         | 105.41    
98         | 104.30    
10         | 104.20    
76         | 103.76    
3          | 103.25    
20         | 101.40    
81         | 101.27    
100        | 100.13    
62         | 99.89     
93         | 87.53     
45         | 85.39     
25         | 84.11     
52         | 83.78     
41         | 81.61     
50         | 81.25     
9          | 80.48     
80         | 77.50     
15         | 76.18     
34         | 76.01     
2          | 72.86     
43         | 71.95     
82         | 71.80     
11         | 70.38     
17         | 66.33     
87         | 64.84     
78         | 63.69     
72         | 63.12     
70         | 62.17     
1          | 60.43     
32         | 60.36     
95         | 58.04     
19         | 57.12     
28         | 56.49     
39         | 56.16     
22         | 52.45     
