=== Auction 38 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 25
Winning Amount: 148.15
Total Bids Received: 71

=== All Bids ===
Bidder ID  | Amount    
----------------------
25         | 148.15    
98         | 143.32    
93         | 143.27    
27         | 142.09    
97         | 139.01    
37         | 139.00    
57         | 138.59    
48         | 137.33    
39         | 134.69    
50         | 134.16    
82         | 133.80    
18         | 133.59    
89         | 132.56    
43         | 131.28    
92         | 128.91    
74         | 128.64    
1          | 125.28    
20         | 121.66    
64         | 119.20    
16         | 118.10    
28         | 117.76    
95         | 116.02    
4          | 112.47    
19         | 112.06    
87         | 111.92    
53         | 111.47    
62         | 110.52    
99         | 109.55    
44         | 109.27    
21         | 105.96    
65         | 102.33    
56         | 101.82    
70         | 99.87     
69         | 97.82     
88         | 97.35     
67         | 95.66     
77         | 95.36     
15         | 91.39     
14         | 88.62     
3          | 87.06     
5          | 86.30     
35         | 86.16     
22         | 84.35     
12         | 84.17     
10         | 83.80     
2          | 83.48     
68         | 81.15     
6          | 80.57     
94         | 79.05     
49         | 78.85     
81         | 77.12     
54         | 75.99     
86         | 74.24     
72         | 73.68     
59         | 72.46     
26         | 71.86     
71         | 70.74     
63         | 70.32     
83         | 65.75     
17         | 65.36     
55         | 64.54     
91         | 63.20     
40         | 63.04     
78         | 62.24     
31         | 60.84     
66         | 60.20     
80         | 59.83     
34         | 57.28     
29         | 55.42     
36         | 54.72     
9          | 54.18     
