=== Auction 7 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 70
Winning Amount: 149.90
Total Bids Received: 73

=== All Bids ===
Bidder ID  | Amount    
----------------------
70         | 149.90    
5          | 149.68    
57         | 149.05    
28         | 147.86    
21         | 146.68    
13         | 145.70    
51         | 145.66    
92         | 145.62    
41         | 143.41    
94         | 140.76    
61         | 139.80    
84         | 135.32    
88         | 134.56    
18         | 134.14    
62         | 131.90    
64         | 129.02    
65         | 126.55    
36         | 125.65    
73         | 122.96    
56         | 122.69    
55         | 120.11    
72         | 119.73    
27         | 117.70    
33         | 117.37    
43         | 115.52    
26         | 114.30    
68         | 111.48    
80         | 109.28    
34         | 107.37    
78         | 105.43    
99         | 105.41    
85         | 103.86    
23         | 102.94    
91         | 101.22    
20         | 100.71    
60         | 100.26    
25         | 97.09     
2          | 96.07     
11         | 94.80     
42         | 92.95     
35         | 89.83     
3          | 89.03     
59         | 85.28     
44         | 84.83     
38         | 84.57     
66         | 84.44     
77         | 80.83     
4          | 80.77     
81         | 79.38     
47         | 78.90     
8          | 77.46     
97         | 76.99     
16         | 76.65     
69         | 75.32     
10         | 73.52     
31         | 72.86     
58         | 69.63     
86         | 68.29     
90         | 67.28     
12         | 66.23     
96         | 65.47     
53         | 62.53     
6          | 62.10     
50         | 61.48     
9          | 59.65     
48         | 59.49     
63         | 58.80     
52         | 58.54     
45         | 56.72     
98         | 56.20     
49         | 55.21     
95         | 54.61     
24         | 53.34     
