=== Auction 36 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 72
Winning Amount: 148.71
Total Bids Received: 72

=== All Bids ===
Bidder ID  | Amount    
----------------------
72         | 148.71    
69         | 146.17    
16         | 145.15    
91         | 144.38    
95         | 142.57    
3          | 141.50    
57         | 140.75    
6          | 140.62    
46         | 140.58    
62         | 140.52    
40         | 138.15    
81         | 136.92    
24         | 136.22    
5          | 135.60    
30         | 135.35    
50         | 135.02    
60         | 129.55    
82         | 129.18    
53         | 129.13    
54         | 128.63    
28         | 127.83    
88         | 126.52    
4          | 124.38    
100        | 121.40    
99         | 119.43    
76         | 114.50    
65         | 114.46    
94         | 113.67    
34         | 109.29    
9          | 107.99    
96         | 107.23    
49         | 106.83    
13         | 105.49    
51         | 105.36    
17         | 105.29    
52         | 103.28    
75         | 100.98    
41         | 99.92     
19         | 99.90     
71         | 98.92     
78         | 98.19     
61         | 98.11     
1          | 95.64     
27         | 95.25     
63         | 95.14     
31         | 94.20     
42         | 92.16     
97         | 84.95     
79         | 80.91     
64         | 80.85     
10         | 80.12     
59         | 78.51     
68         | 76.34     
37         | 73.68     
93         | 72.71     
90         | 72.11     
55         | 69.32     
2          | 68.62     
22         | 67.24     
67         | 63.54     
43         | 62.42     
8          | 61.54     
87         | 60.56     
58         | 60.36     
45         | 58.98     
85         | 58.46     
35         | 57.88     
11         | 57.32     
26         | 54.95     
47         | 52.73     
48         | 51.22     
73         | 50.90     
