=== Auction 32 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 17
Winning Amount: 149.05
Total Bids Received: 75

=== All Bids ===
Bidder ID  | Amount    
----------------------
17         | 149.05    
73         | 147.46    
86         | 146.38    
46         | 146.17    
19         | 146.11    
43         | 145.95    
89         | 145.77    
84         | 145.32    
76         | 143.81    
58         | 142.87    
2          | 142.36    
16         | 141.01    
44         | 138.20    
5          | 134.99    
51         | 134.85    
71         | 129.41    
69         | 128.86    
25         | 125.58    
70         | 125.04    
67         | 124.46    
78         | 124.24    
90         | 122.97    
20         | 122.94    
92         | 121.10    
66         | 119.57    
12         | 119.02    
8          | 118.84    
59         | 117.35    
29         | 114.69    
63         | 114.20    
49         | 114.13    
62         | 113.96    
53         | 113.79    
54         | 113.51    
56         | 112.33    
35         | 112.16    
52         | 110.35    
100        | 110.27    
13         | 103.71    
6          | 103.24    
33         | 100.69    
60         | 96.13     
68         | 95.43     
61         | 92.08     
94         | 91.86     
57         | 90.64     
15         | 90.38     
18         | 88.79     
9          | 87.98     
41         | 81.16     
82         | 80.50     
47         | 79.71     
42         | 79.47     
79         | 76.74     
55         | 75.13     
45         | 74.88     
99         | 72.27     
23         | 71.38     
27         | 71.06     
21         | 68.24     
4          | 66.50     
83         | 64.47     
26         | 63.18     
22         | 62.78     
31         | 62.32     
30         | 61.02     
75         | 60.90     
91         | 60.23     
24         | 59.58     
10         | 58.75     
96         | 58.29     
81         | 58.01     
38         | 56.41     
28         | 51.67     
40         | 50.09     
