=== Auction 21 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 82
Winning Amount: 148.70
Total Bids Received: 68

=== All Bids ===
Bidder ID  | Amount    
----------------------
82         | 148.70    
64         | 144.85    
15         | 143.98    
80         | 141.91    
25         | 141.22    
8          | 139.48    
83         | 139.37    
73         | 136.03    
22         | 134.27    
66         | 133.81    
19         | 132.49    
86         | 132.48    
3          | 131.40    
50         | 130.73    
27         | 130.35    
77         | 129.98    
96         | 128.04    
31         | 124.54    
24         | 122.45    
42         | 121.88    
5          | 121.75    
100        | 121.39    
30         | 120.68    
87         | 119.98    
85         | 118.80    
79         | 118.67    
37         | 117.04    
45         | 113.29    
34         | 110.77    
97         | 109.23    
59         | 108.58    
75         | 108.25    
88         | 103.34    
38         | 103.12    
16         | 102.21    
68         | 100.75    
35         | 99.91     
71         | 99.25     
44         | 99.16     
74         | 98.83     
55         | 98.47     
40         | 98.41     
49         | 96.49     
56         | 95.90     
23         | 90.92     
10         | 89.93     
65         | 88.78     
28         | 88.65     
60         | 88.19     
14         | 81.85     
99         | 81.27     
95         | 80.27     
58         | 79.89     
62         | 79.75     
67         | 77.98     
81         | 74.99     
21         | 74.27     
51         | 73.72     
36         | 71.71     
90         | 63.61     
54         | 61.29     
18         | 60.56     
47         | 58.61     
94         | 57.82     
57         | 57.79     
70         | 56.66     
91         | 52.71     
17         | 50.09     
