=== Auction 17 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 76
Winning Amount: 147.85
Total Bids Received: 70

=== All Bids ===
Bidder ID  | Amount    
----------------------
76         | 147.85    
41         | 147.59    
96         | 144.99    
36         | 144.16    
82         | 143.34    
54         | 142.78    
33         | 142.48    
4          | 142.25    
80         | 138.19    
62         | 137.24    
64         | 134.79    
13         | 134.57    
1          | 131.24    
57         | 128.93    
42         | 128.30    
99         | 127.04    
26         | 120.99    
29         | 120.85    
65         | 120.19    
35         | 119.64    
6          | 117.31    
84         | 117.18    
12         | 117.12    
21         | 112.51    
91         | 111.68    
92         | 111.47    
69         | 109.09    
50         | 105.76    
9          | 102.26    
5          | 102.22    
24         | 101.15    
27         | 93.28     
37         | 91.94     
85         | 90.27     
88         | 89.44     
17         | 88.76     
70         | 86.35     
47         | 85.66     
40         | 83.92     
45         | 83.81     
31         | 81.85     
93         | 81.83     
72         | 81.60     
73         | 80.84     
52         | 80.64     
75         | 76.86     
87         | 76.42     
30         | 75.78     
68         | 75.30     
19         | 73.97     
77         | 73.94     
81         | 73.49     
58         | 73.28     
11         | 72.68     
78         | 70.48     
48         | 69.33     
25         | 69.11     
32         | 68.87     
97         | 68.72     
89         | 67.61     
94         | 66.07     
56         | 65.88     
38         | 64.59     
28         | 61.13     
7          | 60.63     
60         | 60.50     
63         | 53.68     
71         | 53.12     
46         | 51.79     
67         | 51.20     
