=== Auction 30 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 69
Winning Amount: 149.22
Total Bids Received: 70

=== All Bids ===
Bidder ID  | Amount    
----------------------
69         | 149.22    
59         | 148.87    
25         | 144.58    
15         | 142.31    
27         | 140.30    
8          | 139.92    
47         | 139.52    
17         | 137.05    
90         | 136.09    
80         | 134.38    
28         | 133.94    
6          | 132.67    
50         | 132.04    
51         | 131.61    
54         | 125.02    
79         | 124.76    
32         | 123.30    
39         | 123.00    
1          | 122.07    
20         | 121.90    
64         | 120.65    
89         | 120.37    
75         | 117.38    
77         | 116.08    
31         | 115.94    
60         | 114.67    
86         | 113.78    
13         | 113.53    
12         | 113.21    
36         | 105.81    
53         | 103.72    
34         | 101.86    
95         | 100.49    
49         | 99.41     
61         | 99.14     
73         | 98.74     
43         | 98.72     
82         | 96.37     
11         | 94.34     
83         | 94.24     
10         | 93.56     
42         | 86.65     
67         | 83.49     
76         | 81.84     
48         | 80.72     
4          | 80.03     
5          | 75.25     
97         | 73.88     
16         | 72.64     
91         | 72.19     
65         | 70.55     
81         | 68.82     
72         | 68.73     
57         | 64.19     
22         | 61.41     
99         | 60.80     
33         | 60.26     
40         | 59.77     
52         | 58.62     
70         | 57.36     
98         | 57.01     
66         | 56.69     
37         | 56.27     
9          | 55.87     
2          | 55.85     
21         | 52.75     
19         | 52.59     
62         | 52.14     
30         | 51.15     
7          | 50.78     
