=== Auction 33 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 99
Winning Amount: 148.73
Total Bids Received: 75

=== All Bids ===
Bidder ID  | Amount    
----------------------
99         | 148.73    
43         | 148.23    
76         | 146.95    
35         | 143.84    
79         | 143.42    
52         | 142.69    
85         | 142.22    
98         | 141.41    
77         | 141.16    
100        | 138.70    
53         | 138.00    
16         | 137.60    
25         | 133.59    
27         | 131.09    
46         | 129.94    
23         | 129.82    
72         | 128.63    
38         | 127.01    
59         | 123.32    
6          | 123.05    
68         | 121.08    
93         | 120.38    
2          | 119.60    
42         | 118.54    
45         | 117.69    
5          | 116.47    
44         | 114.38    
80         | 112.09    
64         | 112.02    
84         | 108.21    
33         | 108.05    
32         | 107.97    
62         | 107.81    
61         | 107.27    
1          | 105.25    
31         | 104.42    
89         | 103.35    
51         | 102.21    
95         | 101.35    
60         | 100.48    
10         | 98.96     
28         | 98.01     
13         | 97.08     
92         | 94.69     
14         | 94.22     
87         | 93.08     
37         | 91.86     
30         | 91.65     
20         | 91.02     
78         | 88.82     
82         | 88.01     
67         | 86.45     
41         | 85.98     
47         | 84.72     
96         | 81.99     
94         | 81.48     
3          | 80.48     
83         | 78.71     
50         | 76.99     
48         | 74.86     
4          | 71.38     
18         | 68.79     
8          | 68.40     
73         | 68.35     
7          | 67.33     
57         | 63.24     
15         | 61.40     
91         | 61.06     
19         | 60.84     
24         | 58.28     
39         | 57.20     
29         | 57.04     
11         | 55.49     
34         | 54.19     
36         | 50.62     
