=== Auction 5 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 22
Winning Amount: 149.84
Total Bids Received: 76

=== All Bids ===
Bidder ID  | Amount    
----------------------
22         | 149.84    
19         | 149.04    
6          | 148.28    
59         | 147.11    
15         | 145.18    
30         | 142.11    
31         | 141.16    
58         | 140.93    
72         | 140.62    
69         | 138.84    
76         | 138.32    
84         | 137.57    
24         | 135.38    
10         | 132.58    
4          | 131.35    
97         | 131.22    
2          | 129.96    
70         | 127.51    
96         | 127.44    
53         | 126.19    
88         | 124.56    
71         | 124.18    
57         | 122.61    
14         | 120.39    
26         | 119.11    
7          | 117.07    
1          | 115.97    
52         | 115.94    
65         | 114.69    
33         | 113.24    
43         | 113.23    
21         | 111.61    
29         | 111.60    
86         | 110.20    
40         | 109.15    
54         | 107.76    
100        | 107.49    
18         | 107.22    
42         | 104.49    
60         | 104.36    
82         | 103.26    
11         | 101.99    
32         | 101.95    
5          | 100.08    
89         | 97.07     
17         | 96.85     
67         | 96.59     
39         | 94.35     
66         | 94.19     
36         | 94.13     
12         | 92.19     
27         | 90.31     
44         | 86.07     
81         | 85.39     
28         | 82.26     
50         | 82.16     
98         | 77.22     
48         | 77.19     
35         | 75.56     
25         | 74.74     
94         | 73.79     
79         | 73.39     
45         | 70.73     
75         | 70.41     
13         | 70.29     
20         | 70.07     
83         | 66.30     
90         | 65.52     
95         | 61.58     
55         | 61.18     
8          | 60.09     
49         | 57.69     
56         | 56.44     
91         | 55.48     
85         | 54.67     
9          | 54.24     
