=== Auction 15 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 89
Winning Amount: 149.25
Total Bids Received: 72

=== All Bids ===
Bidder ID  | Amount    
----------------------
89         | 149.25    
21         | 147.80    
1          | 143.17    
100        | 143.08    
49         | 142.93    
7          | 142.36    
56         | 142.31    
97         | 142.31    
55         | 141.94    
98         | 139.79    
36         | 138.37    
14         | 136.65    
51         | 135.28    
91         | 134.65    
92         | 133.27    
54         | 125.19    
66         | 124.30    
37         | 120.88    
86         | 119.67    
64         | 119.56    
78         | 118.09    
58         | 117.93    
81         | 117.63    
2          | 116.79    
29         | 116.43    
70         | 116.17    
46         | 115.81    
48         | 113.69    
45         | 112.82    
4          | 109.93    
13         | 107.37    
96         | 106.90    
87         | 105.95    
53         | 101.79    
75         | 99.86     
68         | 99.24     
77         | 99.20     
31         | 98.36     
6          | 96.54     
32         | 95.61     
44         | 93.53     
17         | 92.15     
90         | 91.27     
34         | 90.47     
76         | 89.36     
80         | 88.58     
22         | 87.58     
39         | 83.31     
19         | 82.25     
83         | 82.21     
43         | 80.66     
41         | 79.06     
42         | 78.57     
95         | 77.63     
11         | 76.60     
27         | 74.25     
62         | 73.59     
85         | 71.73     
20         | 71.48     
24         | 66.45     
88         | 65.43     
9          | 65.20     
59         | 63.28     
26         | 63.09     
67         | 61.34     
71         | 58.94     
52         | 58.21     
18         | 56.04     
28         | 55.98     
16         | 54.76     
69         | 54.40     
8          | 51.04     
