=== Auction 40 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 34
Winning Amount: 144.07
Total Bids Received: 63

=== All Bids ===
Bidder ID  | Amount    
----------------------
34         | 144.07    
74         | 143.82    
81         | 142.45    
32         | 140.12    
69         | 133.24    
50         | 130.07    
26         | 124.98    
15         | 124.74    
66         | 123.64    
33         | 122.99    
44         | 121.95    
19         | 118.21    
51         | 117.83    
78         | 117.83    
89         | 116.43    
59         | 112.91    
60         | 112.12    
36         | 111.30    
54         | 110.84    
61         | 110.25    
97         | 107.69    
43         | 106.53    
45         | 105.85    
79         | 105.39    
40         | 104.28    
82         | 104.14    
27         | 102.97    
84         | 102.90    
68         | 95.36     
57         | 95.01     
22         | 94.32     
14         | 93.44     
42         | 88.93     
1          | 87.24     
12         | 86.91     
72         | 86.75     
31         | 86.75     
85         | 85.97     
91         | 85.84     
47         | 85.21     
13         | 83.81     
98         | 81.92     
52         | 79.87     
80         | 78.26     
3          | 76.72     
86         | 75.70     
41         | 75.37     
88         | 75.01     
94         | 73.69     
28         | 69.97     
37         | 68.33     
96         | 68.20     
62         | 67.96     
70         | 66.31     
4          | 65.78     
56         | 65.12     
46         | 64.89     
2          | 64.73     
20         | 62.22     
76         | 57.79     
77         | 57.14     
25         | 52.88     
9          | 51.05     
