=== Auction 12 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 65
Winning Amount: 147.95
Total Bids Received: 73

=== All Bids ===
Bidder ID  | Amount    
----------------------
65         | 147.95    
17         | 147.68    
20         | 146.44    
61         | 146.25    
55         | 144.30    
11         | 144.11    
96         | 141.96    
73         | 141.87    
15         | 139.25    
47         | 139.12    
92         | 137.15    
99         | 136.33    
21         | 134.90    
48         | 134.17    
49         | 133.58    
81         | 133.38    
75         | 132.87    
68         | 132.56    
6          | 127.71    
13         | 126.38    
35         | 125.38    
79         | 125.31    
63         | 123.98    
22         | 123.57    
87         | 123.34    
30         | 122.27    
82         | 118.48    
76         | 116.61    
42         | 116.55    
60         | 115.89    
31         | 115.28    
94         | 114.42    
36         | 113.74    
77         | 111.17    
80         | 111.14    
56         | 109.20    
8          | 108.08    
38         | 105.41    
85         | 102.80    
59         | 101.65    
74         | 98.65     
83         | 96.71     
34         | 93.90     
2          | 92.49     
72         | 90.59     
53         | 89.08     
97         | 89.03     
50         | 88.36     
19         | 88.12     
18         | 85.64     
39         | 85.55     
90         | 84.64     
78         | 82.18     
14         | 81.69     
51         | 80.34     
45         | 77.88     
37         | 77.20     
10         | 74.47     
98         | 73.25     
3          | 72.81     
66         | 72.27     
24         | 63.01     
29         | 61.86     
67         | 58.37     
52         | 57.08     
84         | 56.88     
32         | 55.70     
71         | 54.64     
86         | 53.62     
9          | 51.29     
62         | 51.19     
70         | 50.54     
43         | 50.39     
