=== Auction 18 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 45
Winning Amount: 146.75
Total Bids Received: 67

=== All Bids ===
Bidder ID  | Amount    
----------------------
45         | 146.75    
7          | 146.43    
55         | 144.91    
48         | 144.87    
41         | 142.09    
61         | 138.37    
19         | 138.33    
49         | 135.39    
38         | 133.19    
92         | 132.69    
13         | 129.55    
50         | 128.91    
2          | 128.51    
86         | 127.97    
14         | 125.22    
63         | 124.53    
16         | 124.03    
70         | 121.73    
74         | 119.21    
67         | 118.30    
82         | 118.24    
62         | 117.19    
43         | 115.46    
80         | 113.66    
8          | 113.53    
37         | 112.93    
46         | 112.79    
65         | 112.50    
68         | 111.66    
91         | 107.08    
10         | 106.97    
83         | 104.34    
34         | 104.24    
100        | 103.00    
15         | 101.21    
42         | 99.43     
94         | 96.52     
39         | 95.04     
23         | 93.13     
73         | 89.22     
51         | 85.95     
69         | 83.35     
20         | 81.18     
66         | 79.93     
4          | 78.40     
18         | 77.56     
26         | 76.96     
9          | 71.58     
79         | 70.83     
58         | 70.78     
29         | 67.33     
21         | 66.60     
71         | 65.45     
17         | 64.17     
81         | 62.97     
5          | 60.20     
60         | 58.44     
1          | 56.67     
78         | 56.13     
28         | 55.73     
40         | 55.15     
44         | 55.10     
27         | 53.25     
95         | 53.17     
12         | 52.54     
85         | 52.49     
57         | 50.87     
