=== Auction 1 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 4
Winning Amount: 147.93
Total Bids Received: 66

=== All Bids ===
Bidder ID  | Amount    
----------------------
4          | 147.93    
84         | 147.60    
95         | 144.95    
100        | 144.16    
19         | 143.87    
41         | 136.74    
52         | 135.11    
24         | 135.00    
10         | 134.90    
58         | 134.52    
2          | 134.43    
8          | 134.21    
17         | 133.48    
27         | 133.20    
14         | 132.93    
7          | 131.56    
53         | 128.29    
94         | 128.22    
13         | 126.13    
99         | 124.62    
33         | 121.31    
55         | 119.29    
79         | 115.25    
30         | 114.26    
42         | 112.76    
16         | 112.32    
86         | 111.84    
37         | 110.88    
80         | 109.45    
43         | 108.97    
67         | 107.90    
71         | 105.75    
31         | 102.41    
40         | 99.67     
38         | 99.25     
68         | 95.59     
6          | 94.31     
91         | 92.29     
93         | 89.38     
20         | 89.10     
26         | 87.67     
22         | 85.05     
59         | 84.88     
25         | 83.35     
5          | 83.11     
23         | 79.49     
90         | 78.93     
77         | 71.34     
1          | 70.94     
56         | 69.83     
64         | 65.69     
97         | 65.64     
72         | 65.31     
36         | 65.07     
44         | 64.60     
39         | 63.53     
73         | 63.08     
54         | 62.31     
92         | 61.79     
66         | 61.58     
88         | 58.73     
29         | 56.82     
63         | 54.55     
18         | 54.41     
82         | 52.61     
98         | 52.23     
