=== Auction 39 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 61
Winning Amount: 147.17
Total Bids Received: 69

=== All Bids ===
Bidder ID  | Amount    
----------------------
61         | 147.17    
83         | 145.85    
40         | 143.52    
29         | 142.97    
91         | 142.63    
1          | 142.35    
28         | 136.90    
57         | 134.96    
7          | 133.62    
27         | 131.16    
48         | 131.14    
4          | 130.37    
34         | 129.16    
79         | 127.82    
45         | 127.52    
55         | 126.15    
77         | 125.09    
20         | 123.00    
41         | 121.56    
53         | 121.44    
50         | 120.95    
36         | 120.07    
90         | 120.04    
52         | 115.89    
25         | 113.80    
76         | 111.99    
72         | 110.78    
15         | 108.54    
64         | 105.62    
69         | 104.98    
33         | 104.26    
75         | 102.77    
19         | 100.20    
94         | 99.69     
100        | 95.46     
92         | 91.20     
65         | 89.46     
54         | 89.23     
35         | 86.22     
10         | 85.59     
14         | 85.27     
9          | 82.71     
74         | 80.70     
85         | 80.29     
42         | 78.96     
95         | 77.52     
43         | 76.72     
17         | 75.26     
8          | 74.98     
13         | 74.84     
97         | 74.58     
98         | 71.16     
68         | 68.44     
86         | 67.56     
16         | 66.65     
84         | 66.37     
22         | 65.51     
99         | 63.53     
47         | 62.27     
60         | 59.90     
51         | 59.49     
80         | 59.32     
87         | 57.08     
56         | 54.99     
30         | 53.89     
6          | 53.02     
81         | 53.00     
3          | 52.66     
89         | 50.92     
