=== Auction 3 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 87
Winning Amount: 149.60
Total Bids Received: 74

=== All Bids ===
Bidder ID  | Amount    
----------------------
87         | 149.60    
47         | 148.02    
97         | 147.32    
45         | 147.21    
88         | 147.13    
36         | 145.55    
31         | 145.10    
63         | 144.01    
100        | 141.31    
95         | 141.03    
91         | 140.34    
25         | 139.96    
81         | 139.93    
34         | 138.44    
9          | 137.62    
64         | 136.03    
57         | 132.90    
99         | 132.58    
48         | 132.20    
1          | 132.08    
69         | 131.12    
77         | 130.65    
18         | 127.82    
72         | 127.56    
62         | 126.66    
12         | 124.85    
70         | 123.26    
61         | 122.28    
53         | 122.07    
79         | 120.33    
96         | 119.43    
5          | 118.22    
37         | 115.47    
13         | 115.29    
85         | 113.33    
2          | 109.72    
78         | 109.51    
60         | 109.09    
75         | 107.62    
54         | 106.27    
67         | 104.75    
24         | 104.63    
26         | 103.62    
56         | 97.39     
43         | 96.53     
98         | 96.37     
28         | 95.83     
33         | 95.57     
68         | 93.45     
93         | 91.13     
15         | 90.39     
84         | 88.72     
80         | 88.61     
14         | 82.65     
16         | 80.50     
55         | 77.41     
10         | 73.56     
82         | 70.99     
20         | 70.65     
94         | 69.93     
76         | 69.78     
21         | 65.91     
41         | 64.18     
58         | 63.18     
71         | 62.89     
92         | 60.37     
90         | 58.83     
52         | 57.81     
8          | 57.44     
59         | 57.35     
6          | 55.20     
7          | 51.51     
39         | 51.43     
89         | 50.71     
