=== Auction 37 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 14
Winning Amount: 149.58
Total Bids Received: 72

=== All Bids ===
Bidder ID  | Amount    
----------------------
14         | 149.58    
24         | 148.60    
9          | 145.67    
52         | 145.51    
90         | 143.83    
59         | 142.85    
75         | 140.12    
16         | 136.69    
7          | 135.73    
26         | 135.62    
44         | 135.48    
17         | 130.65    
51         | 127.22    
54         | 126.67    
99         | 125.59    
68         | 123.87    
27         | 120.77    
86         | 118.66    
61         | 118.66    
70         | 118.20    
28         | 117.30    
94         | 116.41    
25         | 116.35    
3          | 115.88    
40         | 115.74    
62         | 115.13    
73         | 113.51    
2          | 110.62    
76         | 110.47    
19         | 110.18    
5          | 107.08    
6          | 105.49    
4          | 103.82    
10         | 101.18    
23         | 99.08     
93         | 97.78     
57         | 97.41     
71         | 96.96     
30         | 95.53     
91         | 94.28     
88         | 91.83     
98         | 91.22     
72         | 88.28     
55         | 85.72     
34         | 84.94     
77         | 79.87     
32         | 79.18     
53         | 78.84     
35         | 77.69     
82         | 75.95     
95         | 75.27     
66         | 71.77     
69         | 67.07     
89         | 66.34     
81         | 65.96     
12         | 65.69     
21         | 64.81     
80         | 64.34     
39         | 64.03     
58         | 59.94     
18         | 59.45     
38         | 58.45     
22         | 58.44     
100        | 57.44     
96         | 56.20     
43         | 55.55     
8          | 54.72     
1          | 53.74     
15         | 52.28     
97         | 51.56     
13         | 50.60     
84         | 50.06     
