=== Auction 6 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 52
Winning Amount: 149.21
Total Bids Received: 75

=== All Bids ===
Bidder ID  | Amount    
----------------------
52         | 149.21    
31         | 145.74    
25         | 141.94    
32         | 140.57    
30         | 140.20    
33         | 139.07    
62         | 136.98    
9          | 136.62    
78         | 136.38    
79         | 135.43    
36         | 134.80    
38         | 132.47    
16         | 131.58    
60         | 129.83    
64         | 127.17    
90         | 127.16    
43         | 125.70    
42         | 125.64    
74         | 125.39    
61         | 124.66    
21         | 123.32    
6          | 122.91    
66         | 121.06    
98         | 117.63    
58         | 117.51    
13         | 116.06    
86         | 115.88    
57         | 114.74    
87         | 112.06    
19         | 110.81    
100        | 110.78    
88         | 109.85    
4          | 108.96    
72         | 107.44    
18         | 104.80    
23         | 102.80    
82         | 102.44    
37         | 102.41    
24         | 98.95     
41         | 94.78     
48         | 93.92     
1          | 93.85     
77         | 92.28     
47         | 88.70     
14         | 85.82     
81         | 85.36     
10         | 84.00     
89         | 83.06     
80         | 82.62     
26         | 80.03     
94         | 76.07     
28         | 75.57     
68         | 75.55     
63         | 73.85     
35         | 73.10     
97         | 71.00     
3          | 70.57     
99         | 68.06     
45         | 64.15     
49         | 64.01     
75         | 62.87     
27         | 62.23     
22         | 61.46     
83         | 61.41     
69         | 60.85     
93         | 58.44     
55         | 57.69     
54         | 56.57     
71         | 56.26     
51         | 55.04     
84         | 54.14     
96         | 53.73     
17         | 53.51     
29         | 52.40     
85         | 51.05     
