=== Auction 16 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 20
Winning Amount: 147.64
Total Bids Received: 73

=== All Bids ===
Bidder ID  | Amount    
----------------------
20         | 147.64    
95         | 146.74    
35         | 145.59    
82         | 145.52    
37         | 144.66    
100        | 143.34    
42         | 142.62    
88         | 142.44    
58         | 141.12    
67         | 140.38    
54         | 139.84    
68         | 137.68    
87         | 135.54    
36         | 132.75    
14         | 130.25    
10         | 130.17    
78         | 130.02    
59         | 129.20    
90         | 128.19    
4          | 127.99    
19         | 127.15    
63         | 126.74    
50         | 125.55    
13         | 125.35    
12         | 122.80    
53         | 122.40    
22         | 120.42    
93         | 118.76    
49         | 117.65    
61         | 116.46    
11         | 115.18    
24         | 114.23    
71         | 112.71    
75         | 110.70    
56         | 107.68    
57         | 104.49    
70         | 103.04    
60         | 100.13    
29         | 99.03     
55         | 97.66     
2          | 97.26     
74         | 97.21     
25         | 93.84     
79         | 91.70     
26         | 90.74     
89         | 89.17     
1          | 86.78     
69         | 86.75     
32         | 80.82     
47         | 78.75     
66         | 76.66     
86         | 75.00     
73         | 74.90     
81         | 73.11     
3          | 68.57     
41         | 68.43     
40         | 67.04     
6          | 66.51     
18         | 65.35     
30         | 63.93     
31         | 62.81     
43         | 62.80     
80         | 62.57     
9          | 61.90     
8          | 60.95     
97         | 59.27     
45         | 58.87     
39         | 57.08     
34         | 56.16     
7          | 54.35     
44         | 53.49     
27         | 52.26     
62         | 50.30     
