=== Auction 24 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 57
Winning Amount: 149.23
Total Bids Received: 76

=== All Bids ===
Bidder ID  | Amount    
----------------------
57         | 149.23    
36         | 148.15    
30         | 146.48    
100        | 144.65    
70         | 144.13    
20         | 142.05    
37         | 140.11    
60         | 137.38    
68         | 134.00    
64         | 131.42    
58         | 131.12    
10         | 129.70    
93         | 126.86    
53         | 122.58    
43         | 122.45    
44         | 122.23    
47         | 122.20    
13         | 112.08    
97         | 112.07    
61         | 111.81    
7          | 110.87    
66         | 108.13    
82         | 107.11    
6          | 107.04    
8          | 106.04    
63         | 105.87    
51         | 105.32    
52         | 103.12    
5          | 99.99     
19         | 99.50     
71         | 99.35     
4          | 97.81     
79         | 96.94     
42         | 95.39     
22         | 94.38     
12         | 93.37     
56         | 92.70     
33         | 91.52     
34         | 90.27     
23         | 87.59     
92         | 87.49     
35         | 87.13     
11         | 85.58     
9          | 83.05     
78         | 82.73     
32         | 82.73     
24         | 80.70     
26         | 80.01     
76         | 79.08     
59         | 79.00     
40         | 77.25     
89         | 77.09     
54         | 76.80     
16         | 76.16     
84         | 74.91     
74         | 74.69     
94         | 73.66     
17         | 73.16     
27         | 72.43     
72         | 71.78     
83         | 70.26     
15         | 70.12     
1          | 69.62     
67         | 67.81     
80         | 67.37     
99         | 67.10     
25         | 66.45     
62         | 63.55     
29         | 63.25     
50         | 63.17     
87         | 54.09     
18         | 51.52     
2          | 50.98     
86         | 50.97     
45         | 50.71     
73         | 50.29     
