=== Auction 26 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 7
Winning Amount: 149.83
Total Bids Received: 74

=== All Bids ===
Bidder ID  | Amount    
----------------------
7          | 149.83    
45         | 148.87    
65         | 146.21    
41         | 146.13    
85         | 145.94    
12         | 145.52    
86         | 143.74    
54         | 143.43    
90         | 143.16    
1          | 141.89    
33         | 140.31    
53         | 137.11    
59         | 136.93    
18         | 136.54    
52         | 135.00    
87         | 134.84    
75         | 130.11    
21         | 126.68    
25         | 125.92    
74         | 118.93    
67         | 118.43    
28         | 118.18    
93         | 115.85    
46         | 114.29    
73         | 113.04    
10         | 112.45    
38         | 112.06    
84         | 108.89    
35         | 107.68    
83         | 106.81    
13         | 106.68    
3          | 105.83    
29         | 104.85    
99         | 103.40    
40         | 103.11    
89         | 102.99    
96         | 100.88    
88         | 100.74    
64         | 99.01     
98         | 97.09     
16         | 96.81     
8          | 94.37     
97         | 94.28     
92         | 94.02     
34         | 92.71     
77         | 91.63     
81         | 91.18     
36         | 89.53     
100        | 86.67     
58         | 86.55     
11         | 86.52     
37         | 84.19     
61         | 81.25     
15         | 80.75     
42         | 78.31     
24         | 78.05     
72         | 75.55     
44         | 74.28     
31         | 72.42     
5          | 69.06     
20         | 68.79     
80         | 68.68     
66         | 68.42     
70         | 67.59     
69         | 66.24     
2          | 63.90     
60         | 62.18     
4          | 61.89     
30         | 59.44     
14         | 58.90     
71         | 55.78     
39         | 55.40     
78         | 52.15     
63         | 52.12     
