=== Auction 35 Results ===
Generated: 2025-09-28 18:14:22

Winner: Bidder 34
Winning Amount: 149.36
Total Bids Received: 71

=== All Bids ===
Bidder ID  | Amount    
----------------------
34         | 149.36    
44         | 149.23    
52         | 147.95    
2          | 143.37    
81         | 142.94    
9          | 142.12    
39         | 141.93    
38         | 141.80    
21         | 141.76    
14         | 137.51    
90         | 136.53    
57         | 133.18    
48         | 131.07    
51         | 129.49    
94         | 128.82    
8          | 127.16    
5          | 125.98    
100        | 124.59    
60         | 124.47    
96         | 124.24    
13         | 122.99    
77         | 122.24    
59         | 118.43    
18         | 118.36    
26         | 115.92    
37         | 114.66    
89         | 114.61    
7          | 114.06    
12         | 113.61    
25         | 111.74    
78         | 110.50    
80         | 109.93    
30         | 108.85    
93         | 108.12    
41         | 107.73    
62         | 107.48    
71         | 105.89    
20         | 104.98    
72         | 101.39    
83         | 101.36    
35         | 100.12    
64         | 91.61     
33         | 90.37     
85         | 90.29     
23         | 89.68     
91         | 83.95     
87         | 82.97     
82         | 81.26     
86         | 79.65     
67         | 78.60     
79         | 78.19     
17         | 77.69     
36         | 77.23     
11         | 75.73     
6          | 74.49     
4          | 72.30     
46         | 71.31     
49         | 67.59     
10         | 66.73     
99         | 65.61     
42         | 59.37     
58         | 58.58     
53         | 58.34     
40         | 58.29     
92         | 56.09     
84         | 55.27     
15         | 54.95     
98         | 52.94     
19         | 52.17     
88         | 50.71     
32         | 50.50     
